transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,amount_vs_avg,high_value_transaction,night_transaction,behavior_risk_score,new_account,international_high_risk,high_activity_risk
T2026,U6027,13044.88,Transfer,UPI,iOS,Delhi,1762,9,3,2971.98,0,0.194,6,0,4.387812901533142,1,0,9,0,0,1
T2027,U6301,36554.51,Withdrawal,Card,iOS,Chennai,1522,5,2,8543.31,0,0.539,4,0,4.278228435063803,1,1,6,0,0,0
T2028,U8665,49065.79,Withdrawal,Card,Web,Delhi,854,10,1,10402.7,0,0.67,2,0,4.716186549016215,1,0,3,0,0,0
T2029,U7957,12863.68,Transfer,NetBanking,iOS,Hyderabad,307,3,3,25321.79,0,0.919,1,0,0.5079882587977075,0,1,4,0,0,0
T2030,U8119,32726.02,Transfer,Card,Android,Hyderabad,1463,19,3,28771.21,0,0.739,8,0,1.1374176679511236,0,0,11,0,0,1
T2031,U7644,9944.98,Transfer,Wallet,Web,Bangalore,546,11,0,615.14,0,0.031,5,0,16.14077969292693,1,0,5,0,0,0
T2032,U4658,28288.25,Transfer,UPI,Web,Delhi,588,19,1,559.15,0,0.469,3,0,50.501205034365796,1,0,4,0,0,0
T2033,U5803,23223.43,Transfer,UPI,iOS,Bangalore,1708,5,4,25957.83,1,0.676,9,0,0.8946254511470663,0,1,13,0,0,0
T2034,U6762,48601.67,Withdrawal,Card,Android,Chennai,509,0,3,4154.95,0,0.315,3,0,11.69447899998797,1,1,6,0,0,0
T2035,U6214,30445.94,Transfer,Card,Android,Bangalore,633,17,0,10246.15,0,0.369,5,0,2.971161737653884,1,0,5,0,0,0
T2036,U1816,17507.84,Payment,Wallet,iOS,Delhi,850,1,3,8328.88,0,0.803,2,1,2.1018117908061105,1,1,5,0,0,0
T2037,U8776,5749.08,Withdrawal,NetBanking,iOS,Hyderabad,215,4,1,8527.86,0,0.047,6,0,0.6740736745590852,0,1,7,0,0,0
T2038,U7419,7604.78,Withdrawal,UPI,Android,Chennai,1951,15,1,9924.9,0,0.54,9,0,0.766155210106892,0,0,10,0,0,0
T2039,U4161,11304.58,Payment,NetBanking,Web,Delhi,889,11,2,10147.78,0,0.804,1,0,1.1138856098959677,0,0,3,0,0,0
T2040,U3959,12585.78,Payment,Wallet,Web,Chennai,1170,11,4,18642.66,0,0.797,3,0,0.6750702383544862,0,0,7,0,0,0
T2041,U3294,42538.27,Withdrawal,UPI,iOS,Mumbai,417,10,4,18900.64,0,0.121,1,0,2.250506834327603,1,0,5,0,0,0
T2042,U4220,28083.08,Transfer,Wallet,Web,Delhi,288,19,0,15734.47,0,0.845,5,0,1.7846991542038466,0,0,5,0,0,0
T2043,U4418,26193.38,Withdrawal,Card,Web,Mumbai,1478,18,4,25770.39,0,0.077,5,0,1.0163743593186088,0,0,9,0,0,0
T2044,U4091,5782.71,Withdrawal,Wallet,Android,Bangalore,686,20,1,25385.59,0,0.924,4,0,0.22778600828232543,0,0,5,0,0,0
T2045,U3076,43013.98,Payment,Card,Web,Delhi,950,6,4,6594.8,0,0.216,5,0,6.521419691318719,1,0,9,0,0,0
T2046,U7203,36154.57,Withdrawal,NetBanking,Android,Mumbai,280,1,0,16354.82,1,0.115,8,0,2.2105018274840393,1,1,8,0,0,1
T2047,U4982,3430.03,Transfer,UPI,iOS,Hyderabad,450,5,3,23536.73,0,0.074,8,0,0.14572475765505,0,1,11,0,0,0
T2048,U5367,35406.36,Payment,UPI,iOS,Bangalore,1261,3,4,26019.54,0,0.343,6,1,1.3607081175102438,0,1,10,0,0,1
T2049,U4957,27199.73,Withdrawal,NetBanking,Android,Delhi,136,1,4,7730.05,0,0.349,4,0,3.518245257759295,1,1,8,0,0,0
T2050,U8162,4132.18,Withdrawal,Card,Android,Delhi,1303,16,1,14873.59,0,0.526,4,0,0.27780127048880005,0,0,5,0,0,0
T2051,U1868,22942.12,Transfer,UPI,iOS,Hyderabad,1853,7,1,15798.32,0,0.733,5,0,1.452095406637754,0,0,6,0,0,0
T2052,U8193,24260.58,Withdrawal,Wallet,Android,Hyderabad,1793,4,3,21019.19,0,0.51,5,1,1.1541560756586884,0,1,8,0,0,0
T2053,U2246,8330.44,Withdrawal,Card,iOS,Mumbai,1885,9,2,9974.75,1,0.979,2,0,0.8350690424278877,0,0,4,0,1,0
T2054,U8980,47287.62,Withdrawal,UPI,iOS,Mumbai,496,15,4,8874.21,0,0.21,6,0,5.32805646288933,1,0,10,0,0,1
T2055,U5763,42506.27,Withdrawal,Wallet,iOS,Mumbai,557,1,1,21197.36,0,0.211,7,0,2.0051678526074657,1,1,8,0,0,1
T2056,U4809,33467.67,Transfer,Wallet,iOS,Chennai,1188,23,2,12040.13,0,0.705,3,0,2.779445949009769,1,0,5,0,0,0
T2057,U8142,23141.66,Withdrawal,UPI,iOS,Bangalore,1690,18,4,220.32,0,0.314,4,0,104.56199168624616,1,0,8,0,0,0
T2058,U5872,20617.69,Withdrawal,NetBanking,iOS,Delhi,995,6,4,28141.61,0,0.172,9,0,0.7326147077332201,0,0,13,0,0,0
T2059,U7238,32566.12,Withdrawal,NetBanking,Web,Bangalore,946,1,2,4574.4,0,0.792,4,0,7.117655286969446,1,1,6,0,0,0
T2060,U8156,27294.32,Payment,UPI,Web,Hyderabad,781,12,1,4544.16,0,0.226,7,0,6.005139533041741,1,0,8,0,0,1
T2061,U5268,3160.54,Transfer,Wallet,iOS,Bangalore,1932,22,3,24569.14,0,0.749,2,0,0.12863337368041045,0,0,5,0,0,0
T2062,U1998,25649.51,Payment,NetBanking,Web,Bangalore,28,3,4,10131.53,0,0.207,5,0,2.5314023249869475,1,1,9,1,0,0
T2063,U1302,40329.86,Payment,NetBanking,Android,Mumbai,434,15,0,9912.44,0,0.939,6,0,4.068200342161752,1,0,6,0,0,1
T2064,U5600,22989.03,Transfer,NetBanking,Android,Hyderabad,945,9,0,18709.62,0,0.295,2,0,1.2286621180912232,0,0,2,0,0,0
T2065,U8406,2645.23,Payment,Card,iOS,Bangalore,67,16,0,1865.26,0,0.75,1,0,1.4173962899060153,0,0,1,0,0,0
T2066,U9774,39324.6,Payment,NetBanking,Web,Delhi,432,20,3,7185.16,0,0.841,9,0,5.472268916918075,1,0,12,0,0,1
T2067,U7166,10108.12,Payment,UPI,Android,Mumbai,1808,13,4,1692.81,0,0.123,7,0,5.967682325644554,1,0,11,0,0,1
T2068,U3293,12968.11,Transfer,UPI,Android,Bangalore,1581,11,1,8816.14,0,0.068,8,0,1.4707841771821704,0,0,9,0,0,1
T2069,U9386,8277.08,Withdrawal,Card,Android,Hyderabad,1756,12,1,26110.91,0,0.598,5,0,0.31698485480380406,0,0,6,0,0,0
T2070,U5739,16544.24,Transfer,Card,Android,Delhi,853,19,3,27289.04,0,0.62,5,1,0.6062372938991661,0,0,8,0,0,0
T2071,U7585,37849.74,Transfer,UPI,Web,Hyderabad,1693,7,4,9352.16,0,0.623,1,0,4.046732868891369,1,0,5,0,0,0
T2072,U7689,25993.32,Transfer,Card,Android,Hyderabad,1135,16,2,5708.84,0,0.456,3,0,4.552372745996385,1,0,5,0,0,0
T2073,U8141,10283.82,Payment,NetBanking,Android,Hyderabad,1109,17,2,4144.75,0,0.935,7,0,2.480569257673521,1,0,9,0,0,1
T2074,U7742,43897.61,Withdrawal,Wallet,Android,Chennai,1958,20,4,11893.13,0,0.692,9,0,3.6906953261819067,1,0,13,0,0,1
T2075,U5470,43985.11,Transfer,Wallet,iOS,Delhi,1613,9,4,24809.55,1,0.074,8,0,1.7728389737430248,0,0,12,0,0,1
T2076,U4890,43535.39,Transfer,Wallet,Android,Hyderabad,75,12,1,25594.64,0,0.785,5,0,1.7008908548487165,0,0,6,0,0,0
T2077,U3656,11977.87,Withdrawal,UPI,Android,Chennai,824,1,3,1473.25,0,0.275,3,0,8.12472104459895,1,1,6,0,0,0
T2078,U4869,22589.41,Withdrawal,Card,Web,Mumbai,1767,16,3,6355.94,0,0.723,9,0,3.5535037297819394,1,0,12,0,0,1
T2079,U9645,49250.23,Withdrawal,Wallet,Android,Chennai,1184,5,1,6174.79,1,0.059,4,0,7.974725500705174,1,1,5,0,0,0
T2080,U3402,38612.02,Payment,NetBanking,Android,Mumbai,911,11,0,24870.06,1,0.767,9,0,1.552487911653142,0,0,9,0,1,1
T2081,U5184,1407.01,Withdrawal,NetBanking,Android,Chennai,1819,12,2,13743.14,0,0.543,3,0,0.10237162892694632,0,0,5,0,0,0
T2082,U6516,3306.97,Payment,NetBanking,iOS,Hyderabad,446,3,4,11115.02,1,0.721,7,1,0.297495866326257,0,1,11,0,1,0
T2083,U3600,23223.37,Transfer,Card,Web,Chennai,799,14,2,28702.52,0,0.494,1,0,0.8090774232567991,0,0,3,0,0,0
T2084,U3380,45465.55,Payment,Wallet,Web,Chennai,1101,15,2,27768.18,1,0.801,5,0,1.6372665667477397,0,0,7,0,1,0
T2085,U2827,26958.15,Withdrawal,NetBanking,iOS,Hyderabad,244,20,3,13259.19,0,0.947,9,0,2.0330138557592314,1,0,12,0,0,1
T2086,U2792,24915.73,Payment,Card,iOS,Mumbai,1748,18,1,3937.12,0,0.742,9,0,6.326808223213106,1,0,10,0,0,1
T2087,U6532,5318.41,Withdrawal,NetBanking,Web,Hyderabad,1778,14,0,5213.0,0,0.744,6,0,1.0200249328730342,0,0,6,0,0,1
T2088,U3554,32856.17,Payment,Wallet,Android,Delhi,684,5,0,3451.31,0,0.217,6,0,9.517155180154736,1,1,6,0,0,1
T2089,U8363,41114.05,Transfer,Wallet,Web,Chennai,107,19,1,20447.07,0,0.354,3,0,2.0106567514684763,1,0,4,0,0,0
T2090,U4590,19051.98,Payment,Wallet,iOS,Delhi,1042,5,2,16685.14,0,0.125,9,0,1.1417847387112898,0,1,11,0,0,1
T2091,U4891,38791.81,Transfer,Wallet,Android,Hyderabad,936,4,1,16743.67,0,0.532,1,0,2.3166661391356174,1,1,2,0,0,0
T2092,U2281,48225.61,Withdrawal,Wallet,Web,Hyderabad,1537,1,1,3041.5,1,0.447,7,0,15.850652423993427,1,1,8,0,0,1
T2093,U4020,10228.13,Transfer,NetBanking,Android,Bangalore,770,19,4,23818.92,0,0.295,3,0,0.42939396941719365,0,0,7,0,0,0
T2094,U6194,26190.32,Withdrawal,Wallet,Android,Delhi,1523,1,4,16113.63,0,0.069,2,0,1.6252510917098315,0,1,6,0,0,0
T2095,U6469,14392.54,Withdrawal,NetBanking,iOS,Bangalore,436,4,2,2819.98,1,0.931,5,0,5.101964565505605,1,1,7,0,1,0
T2096,U5138,39653.08,Transfer,Wallet,Web,Delhi,236,2,3,22439.21,0,0.605,5,0,1.767054764639012,0,1,8,0,0,0
T2097,U3510,28900.79,Transfer,NetBanking,iOS,Bangalore,1786,5,0,29440.81,0,0.325,2,0,0.9816240917253389,0,1,2,0,0,0
T2098,U6288,31747.39,Payment,Wallet,Web,Bangalore,1620,10,4,13291.3,0,0.348,8,0,2.3884045650489383,1,0,12,0,0,1
T2099,U6643,39905.81,Payment,NetBanking,Web,Delhi,26,4,2,3558.07,0,0.395,2,0,11.212426279898962,1,1,4,1,0,0
T2100,U1128,19828.73,Transfer,Wallet,Android,Hyderabad,572,17,1,3131.83,0,0.812,8,0,6.32933481867832,1,0,9,0,0,1
T2101,U8065,45758.75,Transfer,Card,Android,Mumbai,237,13,4,873.8,1,0.21,6,0,52.307670324645635,1,0,10,0,0,1
T2102,U5888,26674.79,Transfer,NetBanking,Android,Hyderabad,715,9,1,23134.9,1,0.856,4,0,1.152960982715174,0,0,5,0,1,0
T2103,U9360,7939.84,Transfer,Card,iOS,Mumbai,1825,23,1,20850.63,0,0.311,3,0,0.38077790561217517,0,0,4,0,0,0
T2104,U5607,34810.16,Withdrawal,NetBanking,Android,Delhi,1271,21,4,17568.75,0,0.871,9,0,1.981255282516826,0,0,13,0,0,1
T2105,U8872,39673.4,Transfer,NetBanking,iOS,Chennai,1414,2,2,22992.32,0,0.896,6,0,1.7254315601226793,0,1,8,0,0,1
T2106,U1058,15872.25,Transfer,NetBanking,Android,Hyderabad,1816,15,0,29979.0,0,0.697,5,0,0.5294279519679786,0,0,5,0,0,0
T2107,U8701,42866.1,Transfer,UPI,iOS,Bangalore,1957,15,2,12115.25,0,0.895,3,0,3.5379015784586816,1,0,5,0,0,0
T2108,U4844,45311.86,Transfer,Wallet,Web,Hyderabad,1420,10,3,21203.73,0,0.747,3,0,2.136875121729916,1,0,6,0,0,0
T2109,U6217,13881.38,Withdrawal,Card,iOS,Delhi,678,3,3,11377.13,0,0.145,6,0,1.220005396317321,0,1,9,0,0,1
T2110,U9005,49176.9,Payment,Card,iOS,Chennai,263,10,0,10626.53,1,0.956,4,0,4.627312272936421,1,0,4,0,1,0
T2111,U1026,7078.54,Payment,NetBanking,iOS,Chennai,1341,7,3,25542.51,0,0.19,4,0,0.27711696630572696,0,0,7,0,0,0
T2112,U2910,10140.68,Payment,Card,Web,Hyderabad,1855,15,1,17285.42,0,0.495,8,0,0.5866269591968726,0,0,9,0,0,0
T2113,U4835,9252.03,Payment,Card,iOS,Hyderabad,1347,22,3,3706.34,0,0.383,2,0,2.4955979219602193,1,0,5,0,0,0
T2114,U6854,44704.79,Payment,Card,Web,Hyderabad,1334,7,4,12165.13,0,0.348,6,0,3.674528383306771,1,0,10,0,0,1
T2115,U4531,32731.91,Withdrawal,Card,Android,Delhi,127,8,1,23916.97,0,0.784,9,0,1.3685070263069985,0,0,10,0,0,1
T2116,U9043,7647.61,Payment,UPI,Android,Mumbai,1878,13,2,28205.94,0,0.291,3,0,0.2711251202718196,0,0,5,0,0,0
T2117,U3176,22044.15,Withdrawal,NetBanking,Web,Mumbai,59,7,0,18471.4,0,0.538,5,0,1.1933560338667417,0,0,5,0,0,0
T2118,U8944,30784.14,Withdrawal,Card,iOS,Bangalore,1823,23,4,11886.99,0,0.337,7,0,2.5895159736843656,1,0,11,0,0,1
T2119,U4917,4219.03,Payment,UPI,Android,Delhi,1597,15,4,7634.27,0,0.893,1,1,0.5525711598934943,0,0,5,0,0,0
T2120,U5995,44126.7,Payment,UPI,iOS,Chennai,1214,21,0,12718.51,0,0.155,8,0,3.4692138297780337,1,0,8,0,0,1
T2121,U2102,40190.0,Payment,NetBanking,iOS,Bangalore,552,1,3,17013.07,0,0.175,6,0,2.362162610122093,1,1,9,0,0,1
T2122,U5077,25285.08,Transfer,Wallet,Web,Chennai,336,22,0,232.06,0,0.111,4,0,108.49171887067709,1,0,4,0,0,0
T2123,U5948,48357.97,Withdrawal,Wallet,Android,Chennai,1536,19,0,8133.47,0,0.758,6,0,5.944821236048568,1,0,6,0,0,1
T2124,U1029,20917.16,Payment,Wallet,Web,Hyderabad,1529,18,3,20178.33,0,0.161,2,0,1.0365636520142145,0,0,5,0,0,0
T2125,U5795,49206.31,Transfer,Card,Web,Chennai,953,19,2,20229.57,0,0.533,4,0,2.4322750174611985,1,0,6,0,0,0
T2126,U9424,33412.6,Withdrawal,NetBanking,Web,Chennai,1279,19,0,19624.9,0,0.767,8,0,1.7024747909650002,0,0,8,0,0,1
T2127,U7933,31751.83,Transfer,Wallet,Web,Delhi,611,18,3,28503.28,0,0.116,4,0,1.1139320130169927,0,0,7,0,0,0
T2128,U3668,8339.45,Transfer,Card,iOS,Hyderabad,1576,18,4,17099.52,0,0.93,5,0,0.48767230470184536,0,0,9,0,0,0
T2129,U1215,44102.29,Payment,NetBanking,Android,Hyderabad,111,17,0,8164.87,0,0.284,2,0,5.400807262422743,1,0,2,0,0,0
T2130,U4555,21403.11,Withdrawal,Card,Android,Bangalore,1263,12,0,24367.22,0,0.792,3,0,0.8783206159497903,0,0,3,0,0,0
T2131,U7870,8153.56,Transfer,Wallet,Android,Hyderabad,397,16,2,11742.38,0,0.794,3,0,0.6943111778721289,0,0,5,0,0,0
T2132,U5571,679.75,Withdrawal,Wallet,iOS,Mumbai,1964,0,2,7254.79,0,0.348,2,0,0.09368380286640049,0,1,4,0,0,0
T2133,U8075,28009.8,Payment,UPI,iOS,Delhi,1642,20,4,16746.8,0,0.551,8,0,1.6724465302905456,0,0,12,0,0,1
T2134,U4669,26393.61,Withdrawal,UPI,Web,Bangalore,1612,4,2,8742.13,0,0.631,3,0,3.018782747139755,1,1,5,0,0,0
T2135,U7626,35981.71,Transfer,NetBanking,Web,Mumbai,1737,19,4,11945.19,0,0.416,1,0,3.011982062900389,1,0,5,0,0,0
T2136,U4218,44518.39,Transfer,Card,Web,Chennai,1244,20,0,20825.41,0,0.358,2,0,2.137593084933985,1,0,2,0,0,0
T2137,U4939,4016.36,Withdrawal,Card,Web,Mumbai,658,12,3,29878.85,0,0.852,8,0,0.13441700677881582,0,0,11,0,0,0
T2138,U9858,36588.25,Transfer,Wallet,Android,Bangalore,1463,5,2,19377.47,0,0.202,1,0,1.8880876560430209,0,1,3,0,0,0
T2139,U9925,9411.23,Transfer,Wallet,Web,Hyderabad,348,9,4,8366.75,0,0.795,1,0,1.1247025783514086,0,0,5,0,0,0
T2140,U2209,42915.94,Transfer,NetBanking,iOS,Delhi,193,22,2,2804.92,0,0.204,1,0,15.29478388549923,1,0,3,0,0,0
T2141,U3229,40962.22,Payment,UPI,iOS,Bangalore,65,8,2,10922.83,0,0.7,8,0,3.7498038691557816,1,0,10,0,0,1
T2142,U3455,27062.65,Payment,Wallet,iOS,Mumbai,988,5,1,677.39,0,0.288,6,0,39.89246598564248,1,1,7,0,0,1
T2143,U4317,35526.63,Transfer,Card,Web,Mumbai,1795,0,0,13996.17,0,0.927,7,0,2.5381294933190066,1,1,7,0,0,1
T2144,U5088,15751.79,Withdrawal,Wallet,Android,Bangalore,1315,23,2,19833.51,1,0.605,4,0,0.7941607834022621,0,0,6,0,0,0
T2145,U2220,23584.84,Payment,UPI,Android,Bangalore,581,17,3,15402.7,0,0.534,8,0,1.5311152515304765,0,0,11,0,0,1
T2146,U8317,41090.76,Withdrawal,Card,Web,Bangalore,1161,22,1,25971.94,0,0.295,2,0,1.5820604059455727,0,0,3,0,0,0
T2147,U3793,22990.3,Transfer,UPI,Web,Hyderabad,726,6,4,14872.1,0,0.509,9,0,1.5457638286571056,0,0,13,0,0,1
T2148,U8413,17922.02,Transfer,NetBanking,iOS,Bangalore,1759,9,4,13925.16,0,0.066,4,0,1.2869319324207105,0,0,8,0,0,0
T2149,U4451,24735.91,Withdrawal,NetBanking,iOS,Chennai,1672,11,3,9359.35,0,0.143,1,0,2.6426266111844106,1,0,4,0,0,0
T2150,U9070,41421.05,Payment,UPI,Android,Delhi,1017,20,3,25144.65,0,0.295,2,0,1.6472451497575127,0,0,5,0,0,0
T2151,U1716,16793.64,Withdrawal,Card,iOS,Delhi,1541,23,0,27117.6,1,0.949,8,0,0.6192664813080322,0,0,8,0,1,0
T2152,U9609,8729.39,Withdrawal,UPI,iOS,Chennai,1617,14,3,29339.77,0,0.468,9,0,0.2975174134830135,0,0,12,0,0,0
T2153,U5954,35615.1,Transfer,Wallet,Web,Mumbai,225,16,4,29438.15,0,0.4,5,0,1.209786967354696,0,0,9,0,0,0
T2154,U8203,41307.61,Payment,Wallet,Android,Mumbai,1123,2,0,29414.67,0,0.773,4,0,1.4042722807265653,0,1,4,0,0,0
T2155,U3338,5076.84,Withdrawal,UPI,Web,Mumbai,953,14,3,21387.57,0,0.694,7,1,0.2373622921027446,0,0,10,0,0,0
T2156,U6266,12031.71,Payment,Wallet,Android,Mumbai,323,0,3,16923.32,0,0.664,2,0,0.7109124620664227,0,1,5,0,0,0
T2157,U5597,7141.5,Transfer,UPI,Web,Hyderabad,242,10,4,5253.1,0,0.606,7,1,1.3592242248910373,0,0,11,0,0,1
T2158,U1414,17429.67,Payment,Wallet,Android,Chennai,754,23,0,23035.19,1,0.13,9,0,0.7566212121014803,0,0,9,0,0,0
T2159,U9786,22545.03,Transfer,UPI,iOS,Delhi,584,5,1,22072.92,0,0.391,2,0,1.0213423805105755,0,1,3,0,0,0
T2160,U2882,37453.88,Payment,Wallet,Android,Chennai,897,15,1,25287.82,0,0.901,8,0,1.4810449835144541,0,0,9,0,0,1
T2161,U9692,32574.82,Withdrawal,Card,Android,Delhi,256,20,0,13927.29,0,0.96,6,0,2.3387522804306915,1,0,6,0,0,1
T2162,U2975,31065.38,Transfer,Card,Web,Mumbai,451,11,3,26783.4,0,0.433,6,0,1.1598310957124296,0,0,9,0,0,1
T2163,U7617,17651.13,Withdrawal,Wallet,Android,Hyderabad,1932,21,3,21588.36,0,0.001,4,0,0.8175846806019261,0,0,7,0,0,0
T2164,U3797,42080.31,Transfer,UPI,Android,Bangalore,144,20,0,5216.65,0,0.499,9,0,8.064992860770653,1,0,9,0,0,1
T2165,U9756,23590.79,Payment,Wallet,Android,Bangalore,1981,14,1,6286.42,0,0.227,8,1,3.752062054069873,1,0,9,0,0,1
T2166,U5040,48956.29,Payment,NetBanking,Web,Mumbai,1915,17,2,24446.54,0,0.188,7,0,2.0025037283914866,1,0,9,0,0,1
T2167,U9258,31725.4,Transfer,NetBanking,Android,Mumbai,1991,9,4,12828.23,0,0.284,5,0,2.4728997765259493,1,0,9,0,0,0
T2168,U3936,6356.92,Transfer,UPI,Web,Chennai,1025,21,0,7545.49,0,0.123,5,0,0.8423677762774482,0,0,5,0,0,0
T2169,U6396,33825.07,Transfer,Wallet,iOS,Hyderabad,1035,11,2,12735.04,0,0.046,2,0,2.6558545670396763,1,0,4,0,0,0
T2170,U7099,16288.95,Payment,Wallet,Web,Hyderabad,170,19,4,4925.19,0,0.445,5,0,3.3066020596038728,1,0,9,0,0,0
T2171,U2437,34332.04,Transfer,Card,Android,Chennai,149,18,2,26762.93,0,0.263,3,0,1.2827727467528125,0,0,5,0,0,0
T2172,U1624,3528.58,Transfer,UPI,iOS,Hyderabad,313,4,2,2239.03,0,0.256,7,0,1.5752378316361832,0,1,9,0,0,1
T2173,U9130,8785.33,Withdrawal,NetBanking,Android,Hyderabad,1493,17,4,10661.92,0,0.222,9,0,0.8239140873231723,0,0,13,0,0,0
T2174,U6942,42794.08,Transfer,NetBanking,Web,Bangalore,1854,18,2,16752.17,0,0.497,6,1,2.5543870204862724,1,0,8,0,0,1
T2175,U4645,11397.62,Withdrawal,UPI,iOS,Hyderabad,1747,22,1,26222.0,0,0.733,7,0,0.43464210807306564,0,0,8,0,0,0
T2176,U2939,41860.2,Withdrawal,NetBanking,iOS,Mumbai,134,11,0,23468.31,0,0.657,7,0,1.7836144309312882,0,0,7,0,0,1
T2177,U1347,13999.84,Withdrawal,UPI,iOS,Bangalore,946,0,1,770.47,0,0.976,7,0,18.146966181445812,1,1,8,0,0,1
T2178,U7496,32161.95,Payment,NetBanking,Android,Mumbai,1918,1,1,24774.92,0,0.914,4,0,1.2981132486704834,0,1,5,0,0,0
T2179,U9452,34722.82,Withdrawal,NetBanking,iOS,Mumbai,1380,2,4,19179.79,0,0.417,6,0,1.8102914426360956,0,1,10,0,0,1
T2180,U6360,25657.1,Transfer,UPI,iOS,Chennai,1627,11,4,4087.12,0,0.813,7,0,6.276014402708335,1,0,11,0,0,1
T2181,U2711,15300.27,Payment,UPI,iOS,Hyderabad,1987,13,4,18562.58,1,0.184,4,0,0.8242090157178733,0,0,8,0,0,0
T2182,U5402,10671.59,Payment,NetBanking,iOS,Hyderabad,1357,6,2,24555.04,0,0.212,9,0,0.43458106437357163,0,0,11,0,0,0
T2183,U1765,1707.81,Payment,NetBanking,Web,Hyderabad,416,3,2,18103.14,0,0.701,9,0,0.09433256702610564,0,1,11,0,0,0
T2184,U2356,15232.12,Payment,Card,Android,Hyderabad,1502,11,0,29974.49,0,0.217,4,0,0.5081524939208667,0,0,4,0,0,0
T2185,U3417,32675.48,Payment,Wallet,Android,Bangalore,173,23,2,15259.4,0,0.451,8,0,2.141194201986842,1,0,10,0,0,1
T2186,U1182,46918.33,Payment,UPI,iOS,Delhi,871,7,0,20226.62,0,0.322,8,0,2.3195180649033356,1,0,8,0,0,1
T2187,U9193,43566.66,Payment,UPI,Web,Mumbai,249,0,1,2204.17,0,0.233,2,0,19.7565992644558,1,1,3,0,0,0
T2188,U1571,38314.94,Withdrawal,Wallet,iOS,Delhi,1246,4,0,24414.63,0,0.154,6,0,1.5692791871436453,0,1,6,0,0,1
T2189,U7272,39432.94,Transfer,Card,Android,Delhi,158,0,0,18760.68,0,0.612,9,0,2.101780863973802,1,1,9,0,0,1
T2190,U3395,33266.0,Transfer,NetBanking,Android,Delhi,593,14,4,16881.16,0,0.056,8,0,1.9704824501130187,0,0,12,0,0,1
T2191,U6572,13051.33,Withdrawal,NetBanking,Android,Bangalore,1136,12,2,21293.38,0,0.703,1,0,0.6129002112294417,0,0,3,0,0,0
T2192,U5139,45364.39,Withdrawal,Card,iOS,Delhi,1216,22,3,16859.24,0,0.895,5,1,2.6906135381228258,1,0,8,0,0,0
T2193,U7199,33553.08,Payment,Card,iOS,Bangalore,514,12,3,23016.9,0,0.343,5,0,1.4576950981627341,0,0,8,0,0,0
T2194,U1890,28044.01,Payment,Wallet,Web,Chennai,1729,3,4,17547.12,0,0.413,9,0,1.5981204824220487,0,1,13,0,0,1
T2195,U1591,5593.92,Withdrawal,Wallet,Web,Chennai,534,14,1,15649.61,1,0.591,2,0,0.35742504605251807,0,0,3,0,0,0
T2196,U5280,22380.42,Payment,NetBanking,Android,Chennai,1413,11,1,4137.08,0,0.666,5,0,5.408406797355295,1,0,6,0,0,0
T2197,U5180,23044.9,Transfer,Card,Android,Bangalore,1777,7,1,14207.74,0,0.545,1,0,1.6218820247256267,0,0,2,0,0,0
T2198,U5636,43234.95,Transfer,Card,Web,Bangalore,1695,15,0,16193.22,0,0.69,8,0,2.669776624005355,1,0,8,0,0,1
T2199,U8037,27355.08,Payment,NetBanking,Android,Mumbai,784,11,2,18774.76,0,0.809,8,0,1.4569359642432584,0,0,10,0,0,1
T2200,U3343,19051.01,Payment,NetBanking,Web,Delhi,1057,23,1,13731.18,0,0.99,2,0,1.3873259744629038,0,0,3,0,0,0
T2201,U7898,48841.18,Payment,NetBanking,iOS,Hyderabad,710,5,3,4484.64,0,0.393,1,0,10.888341462979641,1,1,4,0,0,0
T2202,U6248,5580.49,Transfer,NetBanking,Android,Hyderabad,1166,22,0,4595.84,0,0.585,3,0,1.2139839541946205,0,0,3,0,0,0
T2203,U5947,21156.29,Payment,NetBanking,Android,Delhi,1027,14,1,21657.53,0,0.376,9,0,0.9768109839402768,0,0,10,0,0,0
T2204,U7670,2149.13,Withdrawal,Wallet,Web,Hyderabad,59,6,1,19877.27,0,0.238,7,0,0.10811453914249078,0,0,8,0,0,0
T2205,U2106,37008.21,Payment,NetBanking,iOS,Hyderabad,967,4,2,7859.03,0,0.998,7,0,4.708405693108042,1,1,9,0,0,1
T2206,U8126,45907.92,Withdrawal,Card,Android,Hyderabad,704,22,2,13431.14,0,0.014,4,0,3.417766640311968,1,0,6,0,0,0
T2207,U8240,14037.86,Payment,UPI,Android,Bangalore,35,14,0,9278.03,0,0.065,5,0,1.5128585638800607,0,0,5,0,0,0
T2208,U7561,42924.17,Payment,Wallet,Web,Bangalore,659,11,3,5512.58,0,0.583,7,0,7.785172247432702,1,0,10,0,0,1
T2209,U4607,14646.3,Transfer,Card,iOS,Bangalore,20,10,4,9852.29,0,0.71,2,1,1.4864375249282218,0,0,6,1,0,0
T2210,U9074,45542.97,Withdrawal,UPI,Web,Delhi,817,3,3,7954.4,0,0.729,3,0,5.724786937174749,1,1,6,0,0,0
T2211,U1404,37710.4,Withdrawal,Wallet,iOS,Chennai,1135,12,2,2564.59,0,0.703,3,0,14.69852938310486,1,0,5,0,0,0
